antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'police'}),frozenset({'inspector'}),0.027,0.0096,0.0046,0.17037037037037037,17.746913580246915,1.0,0.0043408,1.1937857142857142,0.9698377943607848,0.14375,0.16232872614132712,0.3247685185185185
frozenset({'college'}),frozenset({'police'}),0.0092,0.027,0.001,0.10869565217391305,4.025764895330113,1.0,0.0007516000000000001,1.091658536585366,0.7585789261203069,0.028409090909090915,0.08396264354975648,0.07286634460547504
frozenset({'leader'}),frozenset({'police'}),0.009,0.027,0.001,0.11111111111111112,4.11522633744856,1.0,0.0007570000000000001,1.094625,0.7638748738647831,0.028571428571428574,0.08644512961059725,0.07407407407407407
frozenset({'criminal'}),frozenset({'police'}),0.009,0.027,0.002,0.22222222222222224,8.23045267489712,1.0,0.001757,1.251,0.8864783047426843,0.05882352941176471,0.2006394884092726,0.14814814814814814
frozenset({'found'}),frozenset({'police'}),0.0088,0.027,0.001,0.11363636363636363,4.2087542087542085,1.0,0.0007624,1.0977435897435897,0.7691686844229216,0.02873563218390805,0.08904045594693077,0.07533670033670034
frozenset({'gangster'}),frozenset({'police'}),0.0086,0.027,0.0012,0.13953488372093023,5.167958656330749,1.0,0.0009677999999999999,1.1307837837837837,0.8134960661690539,0.03488372093023256,0.11565764000095605,0.09198966408268733
frozenset({'singh'}),frozenset({'police'}),0.0084,0.027,0.0024,0.2857142857142857,10.582010582010582,1.0,0.0021731999999999997,1.3621999999999999,0.913170633319887,0.07272727272727272,0.2658934077228013,0.1873015873015873
frozenset({'wife'}),frozenset({'daughter'}),0.0268,0.0242,0.0028,0.1044776119402985,4.317256691747872,1.0,0.00215144,1.0896433333333333,0.7895308554987964,0.05809128630705393,0.08226850987937949,0.11009004563957074
frozenset({'daughter'}),frozenset({'wife'}),0.0242,0.0268,0.0028,0.11570247933884298,4.317256691747872,1.0,0.00215144,1.1005345794392523,0.7874271659883466,0.05809128630705393,0.0913506774957285,0.11009004563957074
frozenset({'husband'}),frozenset({'wife'}),0.018,0.0268,0.0024,0.13333333333333333,4.975124378109452,1.0,0.0019175999999999998,1.122923076923077,0.8136456211812628,0.056603773584905655,0.10946705028086039,0.11144278606965174
frozenset({'married'}),frozenset({'wife'}),0.0108,0.0268,0.0014,0.12962962962962962,4.8369264787175235,1.0,0.00111056,1.1181446808510638,0.8019178556986887,0.03867403314917127,0.10566135391453928,0.09093421779988944
frozenset({'revenge'}),frozenset({'wife'}),0.009,0.0268,0.001,0.11111111111111112,4.1459369817578775,1.0,0.0007588,1.09485,0.7656912209889002,0.02873563218390805,0.08663287208293374,0.074212271973466
frozenset({'affair'}),frozenset({'wife'}),0.009,0.0268,0.001,0.11111111111111112,4.1459369817578775,1.0,0.0007588,1.09485,0.7656912209889002,0.02873563218390805,0.08663287208293374,0.074212271973466
frozenset({'marry'}),frozenset({'wife'}),0.0086,0.0268,0.0012,0.13953488372093023,5.206525511975008,1.0,0.0009695199999999999,1.1310162162162163,0.814941833097976,0.03508771929824561,0.11583937908028179,0.09215550156195765
frozenset({'hotel'}),frozenset({'wife'}),0.0086,0.0268,0.0012,0.13953488372093023,5.206525511975008,1.0,0.0009695199999999999,1.1310162162162163,0.814941833097976,0.03508771929824561,0.11583937908028179,0.09215550156195765
frozenset({'ex'}),frozenset({'wife'}),0.0082,0.0268,0.0012,0.1463414634146341,5.460502366217691,1.0,0.0009802399999999998,1.1400342857142856,0.823620353565907,0.03550295857988165,0.12283339849428083,0.09555879140880959
frozenset({'trouble'}),frozenset({'wife'}),0.0082,0.0268,0.001,0.12195121951219512,4.550418638514743,1.0,0.00078024,1.1083666666666665,0.786690865093769,0.029411764705882353,0.09777149559411746,0.079632326174008
frozenset({'real'}),frozenset({'people'}),0.01,0.0258,0.001,0.1,3.8759689922480622,1.0,0.000742,1.0824444444444443,0.7494949494949495,0.02873563218390805,0.0761650585095463,0.0693798449612403
frozenset({'student'}),frozenset({'school'}),0.0182,0.0258,0.0044,0.24175824175824176,9.370474486753556,1.0,0.00393044,1.2848144927536231,0.9098409229800551,0.11111111111111113,0.2216775218212295,0.20615043870857824
frozenset({'school'}),frozenset({'student'}),0.0258,0.0182,0.0044,0.17054263565891473,9.370474486753556,1.0,0.00393044,1.1836654205607475,0.9169388402605403,0.11111111111111113,0.15516666903535825,0.20615043870857824
frozenset({'boy'}),frozenset({'school'}),0.0156,0.0258,0.0016,0.10256410256410257,3.9753528125621154,1.0,0.00119752,1.0855371428571428,0.760310849248273,0.04020100502512563,0.07879706688986099,0.08228980322003579
frozenset({'school'}),frozenset({'teacher'}),0.0258,0.0094,0.0026,0.10077519379844961,10.720765297707405,1.0,0.00235748,1.1016155172413793,0.9307360674636389,0.07975460122699385,0.0922422711472336,0.18868546923965032
frozenset({'teacher'}),frozenset({'school'}),0.0094,0.0258,0.0026,0.276595744680851,10.720765297707404,1.0,0.00235748,1.3466882352941174,0.9153271521533181,0.07975460122699385,0.25743763568143196,0.18868546923965032
frozenset({'soon'}),frozenset({'school'}),0.0082,0.0258,0.0012,0.1463414634146341,5.67214974475326,1.0,0.00098844,1.1412057142857142,0.8305101835047388,0.03658536585365853,0.12373379533425796,0.09642654566080543
frozenset({'save'}),frozenset({'town'}),0.0084,0.0244,0.001,0.11904761904761905,4.8790007806401245,1.0,0.00079504,1.1074378378378378,0.8017749092375958,0.031446540880503145,0.09701477967160624,0.08001561280249805
frozenset({'soon'}),frozenset({'town'}),0.0082,0.0244,0.001,0.12195121951219512,4.998000799680128,1.0,0.00079992,1.1111,0.8065335753176044,0.03164556962025316,0.09999099990999909,0.08146741303478608
frozenset({'marriage'}),frozenset({'daughter'}),0.0118,0.0242,0.0012,0.10169491525423728,4.2022692253817056,1.0,0.0009144399999999999,1.0862679245283018,0.771132699183701,0.034482758620689655,0.07941680185923067,0.0756408460568707
frozenset({'married'}),frozenset({'daughter'}),0.0108,0.0242,0.0016,0.14814814814814814,6.1218243036424855,1.0,0.00133864,1.145504347826087,0.8457844723008493,0.04790419161676646,0.12702208254575542,0.10713192531374349
